move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
437,King's Shield,王者盾牌,Steel,3,—,—,10,"King's Shield prevents any Physical or Special attacks targeted at the user from striking, for the duration of the turn. If a contact move is targeted at the King's Shield user, the opponent's Attack is lowered by two stages. It has priority +4 so will activate before most other moves. Stats can be lowered to a minimum of -6 stages each. The accuracy of King's Shield drops by 1 ⁄ 3 each time it is used consecutively after itself or Protect , Detect , Endure , Wide Guard , Quick Guard , Spiky Shield , or Baneful Bunker ."
438,Knock Off,拍落,Dark,1,65,100,20,"Knock Off deals damage and if the target has a held item, damage is increased by 50% (i.e. 97.5 base power) and the item is removed for the remainder of the battle (switching out does not restore the item). All items are restored at the end of a battle. If the item would activate on attack (e.g. Focus Band ), it does so before being stolen. If the item is consumable on attack (e.g. Focus Sash ) then the item is consumed as normal and cannot be stolen. Pokemon with the ability Sticky Hold cannot have their held item removed. The Griseous Orb cannot be removed from Giratina ; Type Plates cannot be removed from Arceus ; Drives cannot be removed from Genesect ; and Mega Stones cannot be removed from their respective Pokémon. Note that in these cases the damage dealt does not increase."
439,Kowtow Cleave,仆刀,Dark,1,85,∞,10,Always hits.
440,Land's Wrath,大地神力,Ground,1,90,100,10,Land's Wrath deals damage with no additional effects.
441,Laser Focus,磨砺,Normal,3,—,—,30,"User's next attack is guaranteed to result in a critical hit. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Laser Focus turns into Z-Laser Focus and raises Attack one stage, in addition to its usual effect as above."
442,Lash Out,泄愤,Dark,1,75,100,5,"The user lashes out to vent its frustration toward the target. If its stats were lowered during the turn, the power of this move is doubled. Lash Out is a tutor move available in The Isle of Armor DLC."
443,Last Resort,珍藏,Normal,1,140,100,5,"Last Resort deals high damage, but will fail if the user has not used each of its other moves at least once (or has no other moves). If the user switches out, the move gets reset and when it switches back in, will need to use each of its other moves at least once in order to use Last Resort again."
444,Last Respects,扫墓,Ghost,1,50,100,10,Damages increases the more party Pokémon have been defeated.
445,Lava Plume,喷烟,Fire,2,80,100,15,"Lava Plume deals damage and has a 30% chance of burning the target. Fire type Pokémon, those with the ability Water Veil or those behind a Substitute cannot be burned."
446,Leaf Blade,叶刃,Grass,1,90,100,15,Leaf Blade deals damage and has an increased critical hit ratio ( 1 ⁄ 8 instead of 1 ⁄ 24 ).
447,Leaf Storm,飞叶风暴,Grass,2,130,90,5,Leaf Storm deals damage but lowers the user's Special Attack by two stages after attacking. Stats can be lowered to a minimum of -6 stages each.
448,Leaf Tornado,青草搅拌器,Grass,2,65,90,10,"Leaf Tornado deals damage and has a 30% chance of lowering the target's Accuracy by one stage. Stats can be lowered to a minimum of -6 stages each. Pokémon with the abilities Keen Eye , Clear Body or White Smoke cannot have their accuracy reduced."
449,Leafage,树叶,Grass,1,40,100,40,"Strikes opponent with leaves. Z-Move effects When a Pokémon is holding Grassium Z and uses its Z-Power, Leafage turns into Bloom Doom and has base power 100 ."
450,Leech Life,汲取,Bug,1,80,100,10,"Leech Life deals damage and the user will recover 50% of the HP drained. If the user is holding a Big Root , the move instead recovers 65% of the damage dealt (30% more than normal). If used on a Pokémon with the ability Liquid Ooze , the user instead loses the HP it would have otherwise gained."
451,Leech Seed,寄生种子,Grass,3,—,90,10,"Leech Seed plants a seed on the target that drains 1 ⁄ 8 of its maximum HP at the end of each turn and restores it to the user, or any Pokémon that takes its place. It does not work on Grass -type Pokémon; it does technically work against Pokémon with the Magic Guard ability, but no HP will be sapped. If the user is holding a Big Root , the move still saps the same amount of HP but recovers 30% more than normal. For example, if a Pokémon has 320 HP, Leech Seed would cause them to lose 40 HP each turn but the seeder would recover 52 HP. If used on a Pokémon with the ability Liquid Ooze , the user instead loses the HP it would have otherwise gained. The seeded Pokémon can clear Leech Seed by switching out or using Rapid Spin ."
452,Leer,瞪眼,Normal,3,—,100,30,Leer lowers the target's Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
453,Let's Snuggle Forever,亲密无间大乱揍,Fairy,1,190,—,1,Let's Snuggle Forever is a Fairy type Z-Move exclusive to Mimikyu . It is used with Play Rough .
454,Lick,舌舔,Ghost,1,30,100,30,"Lick deals damage and has a 30% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
455,Life Dew,生命水滴,Water,3,—,—,10,Life Dew recovers up to 25% of the user's and its teammate's maximum HP.
456,Light of Ruin,破灭之光,Fairy,2,140,90,5,"Light of Ruin deals damage, but the user receives 1 ⁄ 2 of the damage it inflicted in recoil. In other words, if the attack does 100 HP damage to the opponent, the user will lose 50 HP."
457,Light Screen,光墙,Psychic,3,—,—,30,"Light Screen reduces damage from Special attacks by 50%, for 5 turns. Its effects apply to all Pokémon on the user's side of the field. If the user is holding Light Clay when Light Screen is used, its effects last for 8 turns. The move Brick Break , when used against an Pokémon under Light Screen's effect, will remove the screen before dealing damage. The ability Infiltrator bypasses the effects of Light Screen . Light Screen is the Special counterpart to Reflect ."
458,Light That Burns the Sky,焚天灭世炽光爆,Psychic,2,200,—,1,"Light That Burns the Sky is a Psychic type Z-Move exclusive to Necrozma . It is used with Photon Geyser . Light That Burns the Sky ignores target's ability and inflicts damage based on the user's Attack or Special Attack, whichever is higher."
459,Liquidation,水流裂破,Water,1,85,100,10,"May lower opponent's Defense.							(20% chance) Z-Move effects When a Pokémon is holding Waterium Z and uses its Z-Power, Liquidation turns into Hydro Vortex and has base power 160 ."
460,Lock-On,锁定,Normal,3,—,—,5,"User's next attack is guaranteed to hit. Changes In Generations 2-3 , Lock-On has 100% accuracy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Lock-On turns into Z-Lock-On and raises Speed one stage, in addition to its usual effect as above."
461,Lovely Kiss,恶魔之吻,Normal,3,—,75,10,"Lovely Kiss puts the target to sleep, if it hits. Sleeping Pokémon cannot move (with some exceptions such as Snore ). Sleep lasts for 1-3 turns. Pokémon with the abilities Insomnia or Vital Spirit , or those behind a Substitute cannot be put to sleep."
462,Low Kick,踢倒,Fighting,1,—,100,20,"Weight (kg) Power 0.1 -   9.9 20 10.0 -  24.9 40 25.0 -  49.9 60 50.0 -  99.9 80 100.0 - 199.9 100 200.0+ 120 Low Kick inflicts greater damage on heavier opponents , as shown in the table. Low Kick is able to hit opponents hidden underwater from using Dive ."
463,Low Sweep,下盘踢,Fighting,1,65,100,20,Low Sweep deals damage and lowers the target's Speed by one stage. Stats can be lowered to a minimum of -6 stages each.
464,Lucky Chant,幸运咒语,Normal,3,—,—,30,"Opponent cannot land critical hits for 5 turns. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Lucky Chant turns into Z-Lucky Chant and raises Evasiveness one stage, in addition to its usual effect as above."
465,Lumina Crash,琉光冲激,Psychic,2,80,100,10,Harshly lowers target’s Special Defense.
466,Lunar Blessing,新月祈祷,Psychic,3,—,—,5,"Lunar Blessing heals all status conditions of the user and its teammates, and restores 25% of their maximum HP."
467,Lunar Dance,新月舞,Psychic,3,—,—,10,"The user faints but the next Pokémon released is fully healed. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Lunar Dance has no additional effect."
468,Lunge,猛扑,Bug,1,80,100,15,"The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.							(100% chance) Z-Move effects When a Pokémon is holding Buginium Z and uses its Z-Power, Lunge turns into Savage Spin-Out and has base power 160 ."
469,Luster Purge,洁净光芒,Psychic,2,95,100,5,Luster Purge deals damage and has a 50% chance of lowering the target's Special Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
470,Mach Punch,音速拳,Fighting,1,40,100,30,"Mach Punch deals damage and has a priority of +1. Moves with a higher priority always go first, regardless of a Pokémon's speed. If two moves with the same priority are used, the faster Pokémon goes first as usual."
471,Magic Coat,魔法反射,Psychic,3,—,—,15,Magic Coat reflects any move causing status conditions - for example Thunder Wave or Toxic - back to the attacker. It applies only to the turn it is used.
472,Magic Powder,魔法粉,Psychic,3,—,100,20,Changes target's type to Psychic.
473,Magic Room,魔法空间,Psychic,3,—,—,10,Magic Room suppresses the effects of held items for all Pokémon for five turns.
474,Magical Leaf,魔法叶,Grass,2,60,∞,20,"Magical Leaf deals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage of Bounce , Dig , Dive , Fly , Phantom Force , Shadow Force or Sky Drop ."
475,Magical Torque,魔法暴冲,Fairy,1,100,100,10,Magical Torque deals damage and has a 30% chance of confusing the target. Only the Revavroom used by Team Star has this move.
476,Magma Storm,熔岩风暴,Fire,2,100,75,5,"Magma Storm inflicts damage on the first turn then traps the opponent, causing them to lose 1 ⁄ 8 of their maximum HP after each turn, for 4-5 turns. If the user holds a Grip Claw , the after-effects last for 7 turns. If a Binding Band is held, the damage is 1 ⁄ 6 of the target's maximum HP."
477,Magnet Bomb,磁铁炸弹,Steel,1,60,∞,20,"Magnet Bomb deals damage and ignores changes to the Accuracy and Evasion stats. However, it will not hit Pokémon during the invulnerable stage of Bounce , Dig , Dive , Fly , Phantom Force , Shadow Force or Sky Drop ."
478,Magnet Rise,电磁飘浮,Electric,3,—,—,10,"User becomes immune to Ground-type moves for 5 turns. Z-Move effects When a Pokémon is holding Electrium Z and uses its Z-Power, Magnet Rise turns into Z-Magnet Rise and raises Evasiveness one stage, in addition to its usual effect as above."
479,Magnetic Flux,磁场操控,Electric,3,—,—,20,Magnetic Flux raises the Defense and Special Defense of any Pokémon on the user's team that has the Plus or Minus ability.
480,Magnitude,震级,Ground,1,—,100,30,"Magnitude Prob. Power 4 5% 10 5 10% 30 6 20% 50 7 30% 70 8 20% 90 9 10% 110 10 5% 150 The base power of Magnitude is one of 7 random values, with varying probability, as shown in the table. Magnitude will hit with double power if the opponent is underground due to the move Dig ."
481,Make It Rain,淘金潮,Steel,2,120,100,5,Lowers user's Special Attack. Money is earned after the battle.
482,Malicious Moonsault,极恶飞跃粉碎击,Dark,1,180,—,1,"Malicious Moonsault is a Dark type Z-move exclusive to Incineroar . It is used with Incineroar's signature move Darkest Lariat . If the target has used Minimize , Malicious Moonsault ignores accuracy and deals double damage."
483,Malignant Chain,,Poison,2,100,100,5,"The user pours toxins into the target by wrapping them in a toxic, corrosive chain. This may also leave the target badly poisoned."
484,Mat Block,掀榻榻米,Fighting,3,—,—,10,"Mat Block protects the user's team from Physical or Special category moves, but not Status moves. It only works on the first turn the user is in battle."
485,Matcha Gotcha,,Grass,2,80,90,15,The user fires a blast of tea that it mixed. The user's HP is restored by up to half the damage taken by the target. This may also leave the target with a burn.
486,Max Airstream,极巨飞冲,Flying,—,—,—,—,"Max Airstream is a Dynamax move from Pokémon Sword and Shield. Flying type moves turn into Max Airstream during Dynamax. The move deals damage and raises the Speed of the user and its teammates. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Acrobatics 110 Aerial Ace 110 Aeroblast 130 Air Cutter 110 Air Slash 130 Beak Blast 130 Bounce 130 Brave Bird 140 Chatter 120 Dragon Ascent 140 Drill Peck 130 Fly 130 Gust 90 Hurricane 140 Oblivion Wing 130 Peck 90 Pluck 110 Sky Attack 140 Sky Drop 110 Wing Attack 110"
487,Max Darkness,极巨恶霸,Dark,—,—,—,—,"Max Darkness is a Dynamax move from Pokémon Sword and Shield. Dark type moves turn into Max Darkness during Dynamax. The move deals damage and lowers the target's Special Defense. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Assurance 110 Beat Up 100 Bite 110 Brutal Swing 110 Crunch 130 Dark Pulse 130 Darkest Lariat 130 False Surrender 130 Feint Attack 110 Fling 100 Foul Play 130 Hyperspace Fury 130 Jaw Lock 130 Knock Off 120 Night Daze 130 Night Slash 120 Payback 100 Power Trip 130 Punishment 130 Pursuit 90 Snarl 110 Sucker Punch 120 Thief 110 Throat Chop 130"
488,Max Flare,极巨火爆,Fire,—,—,—,—,"Max Flare is a Dynamax move from Pokémon Sword and Shield. Fire type moves turn into Max Flare during Dynamax. The move deals damage and summons the harsh sunlight for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Blast Burn 150 Blaze Kick 130 Blue Flare 140 Burn Up 140 Ember 90 Eruption 150 Fiery Dance 130 Fire Blast 140 Fire Fang 120 Fire Lash 130 Fire Pledge 130 Fire Punch 130 Fire Spin 90 Flame Burst 120 Flame Charge 100 Flame Wheel 110 Flamethrower 130 Flare Blitz 140 Fusion Flare 130 Heat Crash 130 Heat Wave 130 Incinerate 110 Inferno 130 Lava Plume 130 Magma Storm 130 Mind Blown 150 Mystical Fire 130 Overheat 140 Pyro Ball 140 Sacred Fire 130 Searing Shot 130 Shell Trap 150 V Create 150"
489,Max Flutterby,极巨虫蛊,Bug,—,—,—,—,"Max Flutterby is a Dynamax move from Pokémon Sword and Shield. Bug type moves turn into Max Flutterby during Dynamax. The move deals damage and lowers the target's Special Attack. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Attack Order 130 Bug Bite 110 Bug Buzz 130 Fell Stinger 100 First Impression 130 Fury Cutter 90 Infestation 90 Leech Life 130 Lunge 130 Megahorn 140 Pin Missile 130 Pollen Puff 130 Signal Beam 130 Silver Wind 110 Steamroller 120 Struggle Bug 100 Twineedle 100 U Turn 120 X Scissor 130"
490,Max Geyser,极巨水流,Water,—,—,—,—,"Max Geyser is a Dynamax move from Pokémon Sword and Shield. Water type moves turn into Max Geyser during Dynamax. The move deals damage and summons heavy rain for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Aqua Jet 90 Aqua Tail 130 Brine 120 Bubble 90 Bubble Beam 120 Clamp 90 Crabhammer 130 Dive 130 Fishious Rend 130 Hydro Cannon 150 Hydro Pump 140 Liquidation 130 Muddy Water 130 Octazooka 120 Origin Pulse 140 Razor Shell 130 Scald 130 Snipe Shot 130 Sparkling Aria 130 Steam Eruption 140 Surf 130 Water Gun 90 Water Pledge 130 Water Pulse 110 Water Shuriken 90 Water Spout 150 Waterfall 130 Whirlpool 90"
491,Max Guard,极巨防壁,Normal,—,—,—,—,"Max Guard is a Dynamax move from Pokémon Sword and Shield. Status category moves turn into Max Guard during Dynamax. The move protects the user from attacks, like Protect ."
492,Max Hailstorm,极巨寒冰,Ice,—,—,—,—,"Max Hailstorm is a Dynamax move from Pokémon Sword and Shield. Ice type moves turn into Max Hailstorm during Dynamax. The move deals damage and summons hail for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Aurora Beam 120 Avalanche 110 Blizzard 140 Freeze Shock 140 Freeze Dry 120 Frost Breath 110 Glaciate 120 Ice Ball 90 Ice Beam 130 Ice Burn 140 Ice Fang 120 Ice Hammer 130 Ice Punch 130 Ice Shard 90 Icicle Crash 130 Icicle Spear 130 Icy Wind 110 Powder Snow 90 Sheer Cold 130"
493,Max Knuckle,极巨拳斗,Fighting,—,—,—,—,"Max Knuckle is a Dynamax move from Pokémon Sword and Shield. Fighting type moves turn into Max Knuckle during Dynamax. The move deals damage and increases the Attack of the user and its teammates. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Arm Thrust 70 Aura Sphere 90 Body Press 90 Brick Break 90 Circle Throw 80 Close Combat 95 Counter 75 Cross Chop 90 Double Kick 80 Drain Punch 90 Dynamic Punch 90 Final Gambit 100 Flying Press 90 Focus Blast 95 Focus Punch 100 Force Palm 80 Hammer Arm 90 High Jump Kick 95 Jump Kick 90 Karate Chop 75 Low Kick 100 Low Sweep 85 Mach Punch 70 Meteor Assault 100 Power Up Punch 70 Revenge 80 Reversal 100 Rock Smash 70 Rolling Kick 80 Sacred Sword 90 Secret Sword 90 Seismic Toss 75 Sky Uppercut 90 Storm Throw 80 Submission 90 Superpower 95 Triple Kick 80 Vacuum Wave 70 Vital Throw 85 Wake Up Slap 85"
494,Max Lightning,极巨闪电,Electric,—,—,—,—,"Max Lightning is a Dynamax move from Pokémon Sword and Shield. Electric type moves turn into Max Lightning during Dynamax. The move deals damage and summons Electric Terrain for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Aura Wheel 140 Bolt Beak 130 Bolt Strike 140 Charge Beam 100 Discharge 130 Electro Ball 130 Electroweb 110 Fusion Bolt 130 Nuzzle 90 Overdrive 130 Parabolic Charge 120 Plasma Fists 130 Shock Wave 110 Spark 120 Thunder 140 Thunder Fang 120 Thunder Punch 130 Thunder Shock 90 Thunderbolt 130 Volt Switch 120 Volt Tackle 140 Wild Charge 130 Zap Cannon 140 Zing Zap 130"
495,Max Mindstorm,极巨超能,Psychic,—,—,—,—,"Max Overgrowth is a Dynamax move from Pokémon Sword and Shield. Grass type moves turn into Max Overgrowth during Dynamax. The move deals damage and summons Psychic Terrain for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Confusion 100 Dream Eater 130 Extrasensory 130 Future Sight 140 Heart Stamp 110 Hyperspace Hole 130 Luster Purge 120 Mirror Coat 100 Mist Ball 120 Photon Geyser 130 Prismatic Laser 150 Psybeam 120 Psychic 130 Psychic Fangs 130 Psycho Boost 140 Psycho Cut 120 Psyshock 130 Psystrike 130 Psywave 100 Stored Power 130 Synchronoise 140 Zen Headbutt 130"
496,Max Ooze,极巨酸毒,Poison,—,—,—,—,"Max Ooze is a Dynamax move from Pokémon Sword and Shield. Poison type moves turn into Max Ooze during Dynamax. The move deals damage and increases the Special Attack of the user and its teammates. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Acid 70 Acid Spray 70 Belch 95 Clear Smog 75 Cross Poison 85 Gunk Shot 95 Poison Fang 75 Poison Jab 90 Poison Sting 70 Poison Tail 75 Sludge 85 Sludge Bomb 90 Sludge Wave 90 Smog 70 Venoshock 85"
497,Max Overgrowth,极巨草原,Grass,—,—,—,—,"Max Overgrowth is a Dynamax move from Pokémon Sword and Shield. Grass type moves turn into Max Overgrowth during Dynamax. The move deals damage and summons Grassy Terrain for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Absorb 90 Apple Acid 130 Branch Poke 90 Bullet Seed 130 Drum Beating 130 Energy Ball 130 Frenzy Plant 150 Giga Drain 130 Grass Knot 130 Grass Pledge 130 Grav Apple 130 Horn Leech 130 Leaf Blade 130 Leaf Storm 140 Leaf Tornado 120 Leafage 90 Magical Leaf 110 Mega Drain 90 Needle Arm 110 Petal Blizzard 130 Petal Dance 140 Power Whip 140 Razor Leaf 110 Seed Bomb 130 Seed Flare 140 Snap Trap 90 Solar Beam 140 Solar Blade 140 Trop Kick 120 Vine Whip 100 Wood Hammer 140"
498,Max Phantasm,极巨幽魂,Ghost,—,—,—,—,"Max Phantasm is a Dynamax move from Pokémon Sword and Shield. Ghost type moves turn into Max Phantasm during Dynamax. The move deals damage and lowers the target's Defense. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Astonish 90 Hex 120 Lick 90 Moongeist Beam 130 Night Shade 100 Ominous Wind 110 Phantom Force 130 Shadow Ball 130 Shadow Bone 130 Shadow Claw 120 Shadow Force 140 Shadow Punch 110 Shadow Sneak 90 Spectral Thief 130 Spirit Shackle 130"
499,Max Quake,极巨大地,Ground,—,—,—,—,"Max Quake is a Dynamax move from Pokémon Sword and Shield. Ground type moves turn into Max Quake during Dynamax. The move deals damage and increases the Special Defense of the user and its teammates. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Bone Club 120 Bone Rush 130 Bonemerang 130 Bulldoze 110 Dig 130 Drill Run 130 Earth Power 130 Earthquake 130 Fissure 130 High Horsepower 130 Lands Wrath 130 Magnitude 140 Mud Bomb 120 Mud Shot 110 Mud Slap 90 Precipice Blades 140 Sand Tomb 90 Stomping Tantrum 130 Thousand Arrows 130 Thousand Waves 130"
500,Max Rockfall,极巨岩石,Rock,—,—,—,—,"Max Rockfall is a Dynamax move from Pokémon Sword and Shield. Rock type moves turn into Max Rockfall during Dynamax. The move deals damage and summons a sandstorm for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Accelerock 90 Ancient Power 110 Diamond Storm 130 Head Smash 150 Power Gem 130 Rock Blast 130 Rock Slide 130 Rock Throw 100 Rock Tomb 110 Rock Wrecker 150 Rollout 90 Smack Down 100 Stone Edge 130"
501,Max Starfall,极巨妖精,Fairy,—,—,—,—,"Max Starfall is a Dynamax move from Pokémon Sword and Shield. Fairy type moves turn into Max Starfall during Dynamax. The move deals damage and summons Misty Terrain for 5 turns. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Dazzling Gleam 130 Disarming Voice 90 Draining Kiss 100 Fairy Wind 90 Fleur Cannon 140 Light Of Ruin 140 Moonblast 130 Natures Madness 100 Play Rough 130 Spirit Break 130 Strange Steam 130"
502,Max Steelspike,极巨钢铁,Steel,—,—,—,—,"Max Steelspike is a Dynamax move from Pokémon Sword and Shield. Steel type moves turn into Max Steelspike during Dynamax. The move deals damage and raises the Defense of the user and its teammates. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Anchor Shot 130 Behemoth Bash 130 Behemoth Blade 130 Bullet Punch 90 Doom Desire 140 Double Iron Bash 140 Flash Cannon 130 Gear Grind 130 Gyro Ball 130 Heavy Slam 130 Iron Head 130 Iron Tail 130 Magnet Bomb 110 Metal Burst 100 Metal Claw 100 Meteor Mash 130 Mirror Shot 120 Smart Strike 120 Steel Beam 140 Steel Wing 120 Sunsteel Strike 130"
503,Max Strike,极巨攻击,Normal,—,—,—,—,"Max Strike is a Dynamax move from Pokémon Sword and Shield. Normal type moves turn into Max Strike during Dynamax. The move deals damage and lowers the target's Speed. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Barrage 90 Bide 100 Bind 90 Body Slam 130 Boomburst 140 Chip Away 120 Comet Punch 100 Constrict 90 Covet 110 Crush Claw 130 Crush Grip 140 Cut 100 Dizzy Punch 120 Double Hit 120 Double Slap 90 Double Edge 140 Echoed Voice 90 Egg Bomb 130 Endeavor 130 Explosion 150 Extreme Speed 130 Facade 120 Fake Out 90 False Swipe 90 Feint 90 Flail 130 Frustration 130 Fury Attack 90 Fury Swipes 100 Giga Impact 150 Guillotine 130 Head Charge 140 Headbutt 120 Hidden Power 110 Hold Back 90 Horn Attack 120 Horn Drill 130 Hyper Beam 150 Hyper Fang 130 Hyper Voice 130 Judgment 130 Last Resort 140 Mega Kick 140 Mega Punch 130 Multi Attack 95 Natural Gift 130 Pay Day 90 Pound 90 Present 100 Quick Attack 90 Rage 90 Rapid Spin 100 Razor Wind 130 Relic Song 130 Retaliate 120 Return 130 Revelation Dance 130 Rock Climb 130 Round 110 Scratch 90 Secret Power 120 Self Destruct 150 Skull Bash 140 Slam 130 Slash 120 Smelling Salts 120 Snore 100 Sonic Boom 100 Spike Cannon 120 Spit Up 100 Stomp 120 Strength 130 Struggle 1 Super Fang 100 Swift 110 Tackle 90 Tail Slap 130 Take Down 130 Techno Blast 140 Thrash 140 Tri Attack 130 Trump Card 130 Uproar 130 Vise Grip 110 Weather Ball 130 Wrap 90 Wring Out 140"
504,Max Wyrmwind,极巨龙骑,Dragon,—,—,—,—,"Max Wyrmwind is a Dynamax move from Pokémon Sword and Shield. Dragon type moves turn into Max Wyrmwind during Dynamax. The move deals damage and lowers the target's Attack. The power and category depends on the original move selected, as shown in the table below. Original move Cat. Power Breaking Swipe 110 Clanging Scales 140 Core Enforcer 130 Draco Meteor 140 Dragon Breath 110 Dragon Claw 130 Dragon Darts 130 Dragon Hammer 130 Dragon Pulse 130 Dragon Rage 100 Dragon Rush 130 Dragon Tail 110 Dual Chop 130 Dynamax Cannon 140 Eternabeam 150 Outrage 140 Roar Of Time 150 Spacial Rend 130 Twister 90"
505,Me First,抢先一步,Normal,3,—,—,20,"If the opponent is readying a direct attack, the user of Me First will try to copy it and attack with 50% more power. The move only works if the user is faster than the opponent or otherwise able to move first (for example a Quick Claw activating). Me First cannot copy Sucker Punch or Fake Out , nor by its definition above, any high priority move such as ExtremeSpeed . However it can copy a multi-turn move from any of its turns."
506,Mean Look,黑色目光,Normal,3,—,—,5,"Opponent cannot flee or switch. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Mean Look turns into Z-Mean Look and raises Special Defense one stage, in addition to its usual effect as above."
507,Meditate,瑜伽姿势,Psychic,3,—,—,40,Meditate raises the user's Attack by one stage. Stats can be raised to a maximum of +6 stages each.
508,Mega Drain,超级吸取,Grass,2,40,100,15,"Mega Drain deals damage and the user will recover 50% of the HP drained. If the user is holding a Big Root , the move instead recovers 65% of the damage dealt (30% more than normal). If used on a Pokémon with the ability Liquid Ooze , the user instead loses the HP it would have otherwise gained."
509,Mega Kick,百万吨重踢,Normal,1,120,75,5,Mega Kick deals damage with no additional effect.
510,Mega Punch,百万吨重拳,Normal,1,80,85,20,Mega Punch deals damage with no additional effect.
511,Megahorn,超级角击,Bug,1,120,85,10,Megahorn deals damage with no additional effect.
512,Memento,临别礼物,Dark,3,—,100,10,"User faints, sharply lowers opponent's Attack and Special Attack. Changes In Generation 3 , Memento always hits. Z-Move effects When a Pokémon is holding Darkinium Z and uses its Z-Power, Memento turns into Z-Memento and fully restores the HP of the Pokémon switching in, in addition to its usual effect as above."
513,Menacing Moonraze Maelstrom,月华飞溅落灵霄,Ghost,2,200,—,1,"Menacing Moonraze Maelstrom is a Ghost type Z-Move exclusive to Lunala and Dawn Wings Necrozma , introduced in Pokémon Ultra Sun & Ultra Moon . It is used with Lunala's signature move, Moongeist Beam . Menacing Moonraze Maelstrom deals damage, ignoring the target's ability."
514,Metal Burst,金属爆炸,Steel,1,—,100,10,"Deals damage equal to 1.5x opponent's attack. Z-Move effects When a Pokémon is holding Steelium Z and uses its Z-Power, Metal Burst turns into Corkscrew Crash and has base power 100 ."
515,Metal Claw,金属爪,Steel,1,50,95,35,Metal Claw deals damage and has a 10% chance of raising the user's Attack by one stage. Stats can be raised to a maximum of +6 stages each.
516,Metal Sound,金属音,Steel,3,—,85,40,Metal Sound lowers the target's Special Defense by two stages. Stats can be lowered to a minimum of -6 stages each.
517,Meteor Assault,流星突击,Fighting,1,150,100,5,User must recharge next turn.
518,Meteor Beam,流星光束,Rock,2,120,90,10,"In this two-turn attack, the user gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn. Meteor Beam is a tutor move available in The Isle of Armor DLC."
519,Meteor Mash,彗星拳,Steel,1,90,90,10,Meteor Mash deals damage and has a 20% chance of raising the user's Attack by one stage. Stats can be raised to a maximum of +6 stages each.
520,Metronome,挥指,Normal,3,—,—,10,"Metronome uses a random move chosen from nearly all existing moves, even if the user cannot normally learn it. The random move is chosen at the point Metronome is used, so priority moves like Mach Punch will not go first. Although Metronome technically targets the user, the move it turns into will use its usual target (whether the opponent(s), teammate(s) or self), or target a random adjacent opponent in double/triple battles. Metronome will not select a Z-Move or any of the following moves: After You Assist Baneful Bunker Beak Blast Belch Bestow Celebrate Chatter Copycat Counter Covet Crafty Shield Destiny Bond Detect Diamond Storm Dragon Ascent Endure Feint Fleur Cannon Focus Punch Follow Me Freeze Shock Helping Hand Hold Hands Hyperspace Fury Hyperspace Hole Ice Burn Instruct Kings Shield Light Of Ruin Mat Block Me First Metronome Mimic Mind Blown Mirror Coat Mirror Move Nature Power Origin Pulse Photon Geyser Plasma Fists Precipice Blades Protect Quash Quick Guard Rage Powder Relic Song Secret Sword Shell Trap Sketch Sleep Talk Snarl Snatch Snore Spectral Thief Spiky Shield Spotlight Steam Eruption Struggle Switcheroo Techno Blast Thief Thousand Arrows Thousand Waves Transform Trick V Create Wide Guard If the user is holding a Choice Band , Choice Specs or Choice Scarf , multi-turn moves such as Dig or Rollout will fail on the second turn."
521,Mighty Cleave,,Rock,1,95,100,5,The user wields the light that has accumulated atop its head to cleave the target. This move hits even if the target protects itself.
522,Milk Drink,喝牛奶,Normal,3,—,—,5,Milk Drink recovers up to 50% of the user's maximum HP.
